circle60,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[47.95067859921276, 47.95067859921276]], [[4.152318053358994e-15, 67.8125]], [[10.606601717798213, 10.606601717798213]], [[15.0, 0.0]]]","['Iteration=0,9,9,18']","[0, 0, 0, 9, 9, 0, 0, 18]"
circle61,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[33.90625000000001, 58.72734769413224]], [[17.551166496014687, 65.50184509522745]], [[10.606601717798213, 10.606601717798213]], [[15.0, 0.0]]]","['Iteration=0,9,12,15']","[0, 0, 0, 12, 9, 0, 0, 15]"
circle62,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[33.90625000000001, 58.72734769413224]], [[4.152318053358994e-15, 67.8125]], [[10.606601717798213, 10.606601717798213]], [[15.0, 0.0]]]","['Iteration=0,9,12,18']","[0, 0, 0, 12, 9, 0, 0, 18]"
circle63,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[17.551166496014687, 65.50184509522745]], [[4.152318053358994e-15, 67.8125]], [[10.606601717798213, 10.606601717798213]], [[15.0, 0.0]]]","['Iteration=0,9,15,18']","[0, 0, 0, 15, 9, 0, 0, 18]"
circle64,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[67.8125, 0.0]], [[65.50184509522745, 17.551166496014687]], [[7.500000000000002, 12.990381056766578]], [[15.0, 0.0]]]","['Iteration=0,12,0,3']","[0, 0, 0, 0, 12, 0, 0, 3]"
circle65,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[67.8125, 0.0]], [[58.72734769413225, 33.90624999999999]], [[7.500000000000002, 12.990381056766578]], [[15.0, 0.0]]]","['Iteration=0,12,0,6']","[0, 0, 0, 0, 12, 0, 0, 6]"
circle66,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[67.8125, 0.0]], [[47.95067859921276, 47.95067859921276]], [[7.500000000000002, 12.990381056766578]], [[15.0, 0.0]]]","['Iteration=0,12,0,9']","[0, 0, 0, 0, 12, 0, 0, 9]"
circle67,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[67.8125, 0.0]], [[33.90625000000001, 58.72734769413224]], [[7.500000000000002, 12.990381056766578]], [[15.0, 0.0]]]","['Iteration=0,12,0,12']","[0, 0, 0, 0, 12, 0, 0, 12]"
circle68,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[67.8125, 0.0]], [[17.551166496014687, 65.50184509522745]], [[7.500000000000002, 12.990381056766578]], [[15.0, 0.0]]]","['Iteration=0,12,0,15']","[0, 0, 0, 0, 12, 0, 0, 15]"
circle69,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[67.8125, 0.0]], [[4.152318053358994e-15, 67.8125]], [[7.500000000000002, 12.990381056766578]], [[15.0, 0.0]]]","['Iteration=0,12,0,18']","[0, 0, 0, 0, 12, 0, 0, 18]"
circle70,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[65.50184509522745, 17.551166496014687]], [[58.72734769413225, 33.90624999999999]], [[7.500000000000002, 12.990381056766578]], [[15.0, 0.0]]]","['Iteration=0,12,3,6']","[0, 0, 0, 3, 12, 0, 0, 6]"
circle71,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[65.50184509522745, 17.551166496014687]], [[47.95067859921276, 47.95067859921276]], [[7.500000000000002, 12.990381056766578]], [[15.0, 0.0]]]","['Iteration=0,12,3,9']","[0, 0, 0, 3, 12, 0, 0, 9]"
circle72,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[65.50184509522745, 17.551166496014687]], [[33.90625000000001, 58.72734769413224]], [[7.500000000000002, 12.990381056766578]], [[15.0, 0.0]]]","['Iteration=0,12,3,12']","[0, 0, 0, 3, 12, 0, 0, 12]"
circle73,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[65.50184509522745, 17.551166496014687]], [[17.551166496014687, 65.50184509522745]], [[7.500000000000002, 12.990381056766578]], [[15.0, 0.0]]]","['Iteration=0,12,3,15']","[0, 0, 0, 3, 12, 0, 0, 15]"
circle74,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[65.50184509522745, 17.551166496014687]], [[4.152318053358994e-15, 67.8125]], [[7.500000000000002, 12.990381056766578]], [[15.0, 0.0]]]","['Iteration=0,12,3,18']","[0, 0, 0, 3, 12, 0, 0, 18]"
circle75,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[58.72734769413225, 33.90624999999999]], [[47.95067859921276, 47.95067859921276]], [[7.500000000000002, 12.990381056766578]], [[15.0, 0.0]]]","['Iteration=0,12,6,9']","[0, 0, 0, 6, 12, 0, 0, 9]"
circle76,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[58.72734769413225, 33.90624999999999]], [[33.90625000000001, 58.72734769413224]], [[7.500000000000002, 12.990381056766578]], [[15.0, 0.0]]]","['Iteration=0,12,6,12']","[0, 0, 0, 6, 12, 0, 0, 12]"
circle77,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[58.72734769413225, 33.90624999999999]], [[17.551166496014687, 65.50184509522745]], [[7.500000000000002, 12.990381056766578]], [[15.0, 0.0]]]","['Iteration=0,12,6,15']","[0, 0, 0, 6, 12, 0, 0, 15]"
circle78,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[58.72734769413225, 33.90624999999999]], [[4.152318053358994e-15, 67.8125]], [[7.500000000000002, 12.990381056766578]], [[15.0, 0.0]]]","['Iteration=0,12,6,18']","[0, 0, 0, 6, 12, 0, 0, 18]"
circle79,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[47.95067859921276, 47.95067859921276]], [[33.90625000000001, 58.72734769413224]], [[7.500000000000002, 12.990381056766578]], [[15.0, 0.0]]]","['Iteration=0,12,9,12']","[0, 0, 0, 9, 12, 0, 0, 12]"
circle80,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[47.95067859921276, 47.95067859921276]], [[17.551166496014687, 65.50184509522745]], [[7.500000000000002, 12.990381056766578]], [[15.0, 0.0]]]","['Iteration=0,12,9,15']","[0, 0, 0, 9, 12, 0, 0, 15]"
circle81,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[47.95067859921276, 47.95067859921276]], [[4.152318053358994e-15, 67.8125]], [[7.500000000000002, 12.990381056766578]], [[15.0, 0.0]]]","['Iteration=0,12,9,18']","[0, 0, 0, 9, 12, 0, 0, 18]"
circle82,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[33.90625000000001, 58.72734769413224]], [[17.551166496014687, 65.50184509522745]], [[7.500000000000002, 12.990381056766578]], [[15.0, 0.0]]]","['Iteration=0,12,12,15']","[0, 0, 0, 12, 12, 0, 0, 15]"
circle83,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[33.90625000000001, 58.72734769413224]], [[4.152318053358994e-15, 67.8125]], [[7.500000000000002, 12.990381056766578]], [[15.0, 0.0]]]","['Iteration=0,12,12,18']","[0, 0, 0, 12, 12, 0, 0, 18]"
circle84,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[17.551166496014687, 65.50184509522745]], [[4.152318053358994e-15, 67.8125]], [[7.500000000000002, 12.990381056766578]], [[15.0, 0.0]]]","['Iteration=0,12,15,18']","[0, 0, 0, 15, 12, 0, 0, 18]"
circle85,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[67.8125, 0.0]], [[65.50184509522745, 17.551166496014687]], [[3.882285676537811, 14.488887394336025]], [[15.0, 0.0]]]","['Iteration=0,15,0,3']","[0, 0, 0, 0, 15, 0, 0, 3]"
circle86,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[67.8125, 0.0]], [[58.72734769413225, 33.90624999999999]], [[3.882285676537811, 14.488887394336025]], [[15.0, 0.0]]]","['Iteration=0,15,0,6']","[0, 0, 0, 0, 15, 0, 0, 6]"
circle87,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[67.8125, 0.0]], [[47.95067859921276, 47.95067859921276]], [[3.882285676537811, 14.488887394336025]], [[15.0, 0.0]]]","['Iteration=0,15,0,9']","[0, 0, 0, 0, 15, 0, 0, 9]"
circle88,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[67.8125, 0.0]], [[33.90625000000001, 58.72734769413224]], [[3.882285676537811, 14.488887394336025]], [[15.0, 0.0]]]","['Iteration=0,15,0,12']","[0, 0, 0, 0, 15, 0, 0, 12]"
circle89,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[67.8125, 0.0]], [[17.551166496014687, 65.50184509522745]], [[3.882285676537811, 14.488887394336025]], [[15.0, 0.0]]]","['Iteration=0,15,0,15']","[0, 0, 0, 0, 15, 0, 0, 15]"
circle90,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[67.8125, 0.0]], [[4.152318053358994e-15, 67.8125]], [[3.882285676537811, 14.488887394336025]], [[15.0, 0.0]]]","['Iteration=0,15,0,18']","[0, 0, 0, 0, 15, 0, 0, 18]"
circle91,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[65.50184509522745, 17.551166496014687]], [[58.72734769413225, 33.90624999999999]], [[3.882285676537811, 14.488887394336025]], [[15.0, 0.0]]]","['Iteration=0,15,3,6']","[0, 0, 0, 3, 15, 0, 0, 6]"
circle92,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[65.50184509522745, 17.551166496014687]], [[47.95067859921276, 47.95067859921276]], [[3.882285676537811, 14.488887394336025]], [[15.0, 0.0]]]","['Iteration=0,15,3,9']","[0, 0, 0, 3, 15, 0, 0, 9]"
circle93,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[65.50184509522745, 17.551166496014687]], [[33.90625000000001, 58.72734769413224]], [[3.882285676537811, 14.488887394336025]], [[15.0, 0.0]]]","['Iteration=0,15,3,12']","[0, 0, 0, 3, 15, 0, 0, 12]"
circle94,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[65.50184509522745, 17.551166496014687]], [[17.551166496014687, 65.50184509522745]], [[3.882285676537811, 14.488887394336025]], [[15.0, 0.0]]]","['Iteration=0,15,3,15']","[0, 0, 0, 3, 15, 0, 0, 15]"
circle95,circle,"[1, 0, 1, 0]","[[[15.0, 0.0]], [[65.50184509522745, 17.551166496014687]], [[4.152318053358994e-15, 67.8125]], [[3.882285676537811, 14.488887394336025]], [[15.0, 0.0]]]","['Iteration=0,15,3,18']","[0, 0, 0, 3, 15, 0, 0, 18]"
