circle1,circle,"[0, 1, 0, 1]","[[[13.761743644888448, 6.924193824944689]], [[30.60792911499177, 3.5954365627603346]], [[66.7609223623747, 14.250130248956543]], [[41.388699134856424, 54.15337928320444]], [[10.960648720060252, 21.51570135473071]], [[12.255877984611006, 9.287929432958695]], [[13.761743644888448, 6.924193824944689]]]",[0]
circle2,circle,"[0, 1, 0, 1]","[[[13.761743644888448, 6.924193824944689]], [[30.60792911499177, 3.5954365627603346]], [[66.7609223623747, 14.250130248956543]], [[41.388699134856424, 54.15337928320444]], [[10.960648720060252, 21.51570135473071]], [[12.255877984611006, 9.287929432958695]], [[13.761743644888448, 6.924193824944689]]]",[1]
